run_key,method,iter,eligible_q,scheduled,forced_final,support_size,lambda_min,eta,chosen_sign,actual_drop,required_drop,roundoff_guard,guard_dominates_theory,accepted,eig_time,probe_time,verification_time,regime,n,p,seed,schedule,geometry,perturbation
ordinary_n50_p0.3_seed1103,4V-FB,1228,547,False,True,23,0.08209522852671969,0.08189651608428171,-1,-0.0002736399587739413,8.000529677521357e-41,2.92323679036431e-13,True,False,4.060899993874045e-05,9.970000064640772e-06,6.654900005287345e-05,ordinary,50,0.3,1103.0,,,
ordinary_n50_p0.3_seed1104,4V-FB,1088,1,True,False,23,0.06703462476380154,0.08651073431205755,-1,-0.0002498940166084651,9.557491268415018e-43,2.0265961638872492e-13,True,False,7.935999997243925e-05,1.1610000001383014e-05,0.00011268000002928602,ordinary,50,0.3,1104.0,,,
ordinary_n50_p0.3_seed1104,4V-FB,1089,2,True,False,23,0.06703462458862793,0.08651073431205755,-1,-0.00024989414124609866,9.557491268415018e-43,2.0265961638872474e-13,True,False,4.9679999960972054e-05,1.0549999956310785e-05,7.692000008319155e-05,ordinary,50,0.3,1104.0,,,
ordinary_n50_p0.3_seed1104,4V-FB,1091,4,True,False,23,0.0670346242461169,0.08651073431205755,-1,-0.00024989438494893434,9.557491268415018e-43,2.0265961638872426e-13,True,False,4.16000000313943e-05,1.0349999911341001e-05,6.771000005301175e-05,ordinary,50,0.3,1104.0,,,
ordinary_n50_p0.3_seed1104,4V-FB,1095,8,True,False,23,0.06703462359136006,0.08651073431205755,-1,-0.00024989485081983176,9.557491268415018e-43,2.026596163887236e-13,True,False,4.133999993882753e-05,1.0119999956259562e-05,6.729000006089336e-05,ordinary,50,0.3,1104.0,,,
ordinary_n50_p0.3_seed1104,4V-FB,1103,16,True,False,23,0.06703462239472253,0.08651073431205755,-1,-0.0002498957022472048,9.557491268415018e-43,2.026596163887224e-13,True,False,3.936999996767554e-05,1.0080000038215076e-05,6.496000003153313e-05,ordinary,50,0.3,1104.0,,,
ordinary_n50_p0.3_seed1104,4V-FB,1119,32,True,False,23,0.06703462039443993,0.08651073431205755,-1,-0.00024989712548428855,9.557491268415018e-43,2.0265961638872065e-13,True,False,4.0379999973083613e-05,1.0100000054080738e-05,6.621999989420146e-05,ordinary,50,0.3,1104.0,,,
ordinary_n50_p0.3_seed1104,4V-FB,1151,64,True,False,23,0.06703461758966875,0.08651073431205755,-1,-0.0002498991211314916,9.557491268415018e-43,2.0265961638871898e-13,True,False,3.985900002589915e-05,1.0070000030282245e-05,6.568900005277101e-05,ordinary,50,0.3,1104.0,,,
ordinary_n50_p0.3_seed1104,4V-FB,1215,128,True,False,23,0.06703461479254949,0.08651073431205755,-1,-0.0002499011113390459,9.557491268415018e-43,2.0265961638871808e-13,True,False,4.089999993084348e-05,9.979999958886765e-06,6.656999994447688e-05,ordinary,50,0.3,1104.0,,,
ordinary_n50_p0.3_seed1104,4V-FB,1343,256,True,False,23,0.0670346133234793,0.08651073431205755,-1,-0.00024990215661535586,9.557491268415018e-43,2.0265961638871795e-13,True,False,6.793000000016036e-05,1.0439999982736481e-05,9.571000009600539e-05,ordinary,50,0.3,1104.0,,,
ordinary_n50_p0.3_seed1104,4V-FB,1599,512,True,False,23,0.06703461308005215,0.08651073431205755,-1,-0.00024990232981991767,9.557491268415018e-43,2.0265961638871795e-13,True,False,4.4959999968341435e-05,1.0159999987990886e-05,7.210999990547862e-05,ordinary,50,0.3,1104.0,,,
ordinary_n50_p0.3_seed1104,4V-FB,1697,610,False,True,23,0.06703461307602832,0.08651073431205755,-1,-0.0002499023326829608,9.557491268415018e-43,2.026596163887179e-13,True,False,4.66600000663675e-05,9.919999911289779e-06,7.25599999213955e-05,ordinary,50,0.3,1104.0,,,
ordinary_n50_p0.3_seed1105,4V-FB,1419,1,True,False,28,0.04148556427854872,0.08628148933262116,1,-0.000153810580776792,3.03469494232032e-42,3.333422337563219e-13,True,False,8.889000002909597e-05,1.159000009920419e-05,0.00013122999996539875,ordinary,50,0.3,1105.0,,,
ordinary_n50_p0.3_seed1105,4V-FB,1420,2,True,False,28,0.04148556416052967,0.08628148933262116,1,-0.00015381065857278386,3.03469494232032e-42,3.333422337563216e-13,True,False,5.84499999831678e-05,1.0399999951005157e-05,8.560999992823781e-05,ordinary,50,0.3,1105.0,,,
ordinary_n50_p0.3_seed1105,4V-FB,1422,4,True,False,28,0.041485563927744884,0.08628148933262116,1,-0.00015381081201848446,3.03469494232032e-42,3.333422337563212e-13,True,False,4.916000000321219e-05,1.0150000093744893e-05,7.481000000097993e-05,ordinary,50,0.3,1105.0,,,
ordinary_n50_p0.3_seed1105,4V-FB,1426,8,True,False,28,0.04148556347491916,0.08628148933262116,1,-0.00015381111050993823,3.03469494232032e-42,3.3334223375632035e-13,True,False,4.498999999213993e-05,9.910000017043785e-06,7.018999997399078e-05,ordinary,50,0.3,1105.0,,,
ordinary_n50_p0.3_seed1105,4V-FB,1434,16,True,False,28,0.04148556261809473,0.08628148933262116,1,-0.0001538116753074803,3.03469494232032e-42,3.33342233756319e-13,True,False,4.541999999219115e-05,1.01200000699464e-05,7.129000005079433e-05,ordinary,50,0.3,1105.0,,,
ordinary_n50_p0.3_seed1105,4V-FB,1450,32,True,False,28,0.041485561083712964,0.08628148933262116,1,-0.00015381268673086979,3.03469494232032e-42,3.3334223375631676e-13,True,False,4.468999998152867e-05,9.969999950953934e-06,7.010999991052813e-05,ordinary,50,0.3,1105.0,,,
ordinary_n50_p0.3_seed1105,4V-FB,1482,64,True,False,28,0.04148555862004797,0.08628148933262116,1,-0.00015381431071403995,3.03469494232032e-42,3.3334223375631373e-13,True,False,4.603999991559249e-05,9.809999937715475e-06,7.158000005347276e-05,ordinary,50,0.3,1105.0,,,
ordinary_n50_p0.3_seed1105,4V-FB,1546,128,True,False,28,0.04148555542689841,0.08628148933262116,1,-0.00015381641554679248,3.03469494232032e-42,3.333422337563112e-13,True,False,4.631000001609209e-05,1.0369999927206663e-05,7.271999993463396e-05,ordinary,50,0.3,1105.0,,,
ordinary_n50_p0.3_seed1105,4V-FB,1674,256,True,False,28,0.041485552686779406,0.08628148933262116,1,-0.0001538182217504236,3.03469494232032e-42,3.3334223375631025e-13,True,False,4.7740000013618555e-05,1.0089999932461069e-05,7.41300000299816e-05,ordinary,50,0.3,1105.0,,,
ordinary_n50_p0.3_seed1105,4V-FB,1930,512,True,False,28,0.041485551594163055,0.08628148933262116,1,-0.00015381894197030732,3.03469494232032e-42,3.3334223375631015e-13,True,False,8.147999994889688e-05,1.0869999982787704e-05,0.00011050999989947741,ordinary,50,0.3,1105.0,,,
ordinary_n50_p0.3_seed1105,4V-FB,2413,995,False,True,28,0.041485551483014034,0.08628148933262116,1,-0.00015381901523703334,3.03469494232032e-42,3.333422337563101e-13,True,False,5.1839999969161e-05,1.0279999969498022e-05,7.876999995914957e-05,ordinary,50,0.3,1105.0,,,
ordinary_n50_p0.5_seed1101,4V-FB,1557,1,True,False,27,0.0457402722473528,0.05199500361549363,-1,-6.138410404821215e-05,9.938742454125823e-29,2.0191252290510963e-13,True,False,0.00016039000001910608,1.116999999339896e-05,0.000200879999965764,ordinary,50,0.5,1101.0,,,
ordinary_n50_p0.5_seed1101,4V-FB,1558,2,True,False,27,0.04574027183249468,0.05199500361549363,-1,-6.138415891321358e-05,9.938742454125823e-29,2.019125229051094e-13,True,False,6.149000000732485e-05,9.849999969446799e-06,8.825999998407497e-05,ordinary,50,0.5,1101.0,,,
ordinary_n50_p0.5_seed1101,4V-FB,1560,4,True,False,27,0.045740271016329936,0.05199500361549363,-1,-6.138426685620146e-05,9.938742454125823e-29,2.0191252290510895e-13,True,False,4.8959999958242406e-05,9.159999990515644e-06,7.377999997970619e-05,ordinary,50,0.5,1101.0,,,
ordinary_n50_p0.5_seed1101,4V-FB,1564,8,True,False,27,0.04574026943683518,0.05199500361549363,-1,-6.138447576908845e-05,9.938742454125823e-29,2.019125229051081e-13,True,False,5.586999998286046e-05,9.15000009626965e-06,8.053999999901862e-05,ordinary,50,0.5,1101.0,,,
ordinary_n50_p0.5_seed1101,4V-FB,1572,16,True,False,27,0.045740266478658725,0.05199500361549363,-1,-6.138486708939794e-05,9.938742454125823e-29,2.0191252290510665e-13,True,False,4.70500000346874e-05,9.149999982582813e-06,7.144999995034595e-05,ordinary,50,0.5,1101.0,,,
ordinary_n50_p0.5_seed1101,4V-FB,1588,32,True,False,27,0.04574026128800843,0.05199500361549363,-1,-6.138555391066447e-05,9.938742454125823e-29,2.0191252290510443e-13,True,False,4.707000005055306e-05,9.040000009008509e-06,7.171000004291272e-05,ordinary,50,0.5,1101.0,,,
ordinary_n50_p0.5_seed1101,4V-FB,1620,64,True,False,27,0.04574025328141086,0.05199500361549363,-1,-6.138661382459887e-05,9.938742454125823e-29,2.0191252290510168e-13,True,False,4.733999992367899e-05,9.12999996671715e-06,7.192999999006133e-05,ordinary,50,0.5,1101.0,,,
ordinary_n50_p0.5_seed1101,4V-FB,1684,128,True,False,27,0.04574024368144497,0.05199500361549363,-1,-6.13878855801886e-05,9.938742454125823e-29,2.0191252290509976e-13,True,False,4.6489999931509374e-05,9.149999982582813e-06,7.113000003755587e-05,ordinary,50,0.5,1101.0,,,
ordinary_n50_p0.5_seed1101,4V-FB,1812,256,True,False,27,0.04574023656905675,0.05199500361549363,-1,-6.13888286409292e-05,9.938742454125823e-29,2.0191252290509915e-13,True,False,5.265000004328613e-05,9.420000083082414e-06,7.801000003837544e-05,ordinary,50,0.5,1101.0,,,
ordinary_n50_p0.5_seed1101,4V-FB,2068,512,True,False,27,0.04574023439306358,0.05199500361549363,-1,-6.138911739217434e-05,9.938742454125823e-29,2.019125229050991e-13,True,False,5.5900000006658956e-05,9.519999935037049e-06,8.966000007148978e-05,ordinary,50,0.5,1101.0,,,
ordinary_n50_p0.5_seed1101,4V-FB,2397,841,False,True,27,0.04574023425702084,0.05199500361549363,-1,-6.138913545150615e-05,9.938742454125823e-29,2.019125229050991e-13,True,False,7.956000001740904e-05,9.499999919171387e-06,0.00010701999997309031,ordinary,50,0.5,1101.0,,,
ordinary_n50_p0.5_seed1102,4V-FB,1830,1,True,False,28,0.03370770302594157,0.05163936026162418,1,-4.396465424738594e-05,7.47319720318821e-29,2.672098878322158e-13,True,False,9.015000000545115e-05,1.1000000085914508e-05,0.00012297000000671687,ordinary,50,0.5,1102.0,,,
ordinary_n50_p0.5_seed1102,4V-FB,1831,2,True,False,28,0.0337077021027694,0.05163936026162418,1,-4.396469323220131e-05,7.47319720318821e-29,2.672098878322156e-13,True,False,5.755000006502087e-05,9.389999945597083e-06,8.386000001792127e-05,ordinary,50,0.5,1102.0,,,
ordinary_n50_p0.5_seed1102,4V-FB,1833,4,True,False,28,0.03370770027839267,0.05163936026162418,1,-4.396477027146517e-05,7.47319720318821e-29,2.6720988783221527e-13,True,False,4.850000004807953e-05,8.829999956105894e-06,7.29700000192679e-05,ordinary,50,0.5,1102.0,,,
ordinary_n50_p0.5_seed1102,4V-FB,1837,8,True,False,28,0.03370769671588577,0.05163936026162418,1,-4.396492071156999e-05,7.47319720318821e-29,2.6720988783221436e-13,True,False,4.498999999213993e-05,8.989999969344353e-06,6.917000007433671e-05,ordinary,50,0.5,1102.0,,,
ordinary_n50_p0.5_seed1102,4V-FB,1845,16,True,False,28,0.03370768992329035,0.05163936026162418,1,-4.3965207551899255e-05,7.47319720318821e-29,2.6720988783221284e-13,True,False,4.5279999994818354e-05,9.159999990515644e-06,6.978999999773805e-05,ordinary,50,0.5,1102.0,,,
ordinary_n50_p0.5_seed1102,4V-FB,1861,32,True,False,28,0.03370767757301991,0.05163936026162418,1,-4.396572908493823e-05,7.47319720318821e-29,2.6720988783221027e-13,True,False,4.5390000082079496e-05,9.15000009626965e-06,6.974000007176073e-05,ordinary,50,0.5,1102.0,,,
ordinary_n50_p0.5_seed1102,4V-FB,1893,64,True,False,28,0.03370765713823596,0.05163936026162418,1,-4.396659200844866e-05,7.47319720318821e-29,2.6720988783220674e-13,True,False,4.6259999976427935e-05,9.1899999006273e-06,7.076999997934763e-05,ordinary,50,0.5,1102.0,,,
ordinary_n50_p0.5_seed1102,4V-FB,1957,128,True,False,28,0.03370762905223263,0.05163936026162418,1,-4.39677780170733e-05,7.47319720318821e-29,2.672098878322035e-13,True,False,4.599000010330201e-05,9.270000077776785e-06,7.055000003219902e-05,ordinary,50,0.5,1102.0,,,
ordinary_n50_p0.5_seed1102,4V-FB,2085,256,True,False,28,0.03370760209637872,0.05163936026162418,1,-4.396891629498967e-05,7.47319720318821e-29,2.6720988783220174e-13,True,False,5.032000001392589e-05,9.280000085709617e-06,7.531000005656097e-05,ordinary,50,0.5,1102.0,,,
ordinary_n50_p0.5_seed1102,4V-FB,2341,512,True,False,28,0.033707588904933826,0.05163936026162418,1,-4.396947333340506e-05,7.47319720318821e-29,2.6720988783220143e-13,True,False,4.883000008248928e-05,9.419999969395576e-06,7.420999997975741e-05,ordinary,50,0.5,1102.0,,,
ordinary_n50_p0.5_seed1102,4V-FB,2853,1024,True,False,28,0.03370758697535315,0.05163936026162418,1,-4.396955481311693e-05,7.47319720318821e-29,2.6720988783220154e-13,True,False,5.0649999934648804e-05,9.520000048723887e-06,7.600000003549212e-05,ordinary,50,0.5,1102.0,,,
ordinary_n50_p0.5_seed1102,4V-FB,2984,1155,False,True,28,0.03370758695400399,0.05163936026162418,1,-4.3969555715062114e-05,7.47319720318821e-29,2.672098878322015e-13,True,False,4.799999999249849e-05,9.139999974649982e-06,7.274000006418646e-05,ordinary,50,0.5,1102.0,,,
ordinary_n50_p0.5_seed1103,4V-FB,1907,1,True,False,27,0.031662016716340946,0.04687581089319526,1,-3.472724808384342e-05,2.6832561830640065e-28,2.683652639347839e-13,True,False,9.242999999514723e-05,1.0470000006534974e-05,0.0001242800000227362,ordinary,50,0.5,1103.0,,,
ordinary_n50_p0.5_seed1103,4V-FB,1908,2,True,False,27,0.0316620167888655,0.04687581089319526,1,-3.4727218258368e-05,2.6832561830640065e-28,2.6836526393478374e-13,True,False,5.4579999982706795e-05,9.139999974649982e-06,8.005000006505725e-05,ordinary,50,0.5,1103.0,,,
ordinary_n50_p0.5_seed1103,4V-FB,1910,4,True,False,27,0.031662016932515,0.04687581089319526,1,-3.472715918384495e-05,2.6832561830640065e-28,2.683652639347833e-13,True,False,4.623999996056227e-05,8.940000043367036e-06,7.033000008505041e-05,ordinary,50,0.5,1103.0,,,
ordinary_n50_p0.5_seed1103,4V-FB,1914,8,True,False,27,0.03166201721430098,0.04687581089319526,1,-3.472704330054199e-05,2.6832561830640065e-28,2.683652639347826e-13,True,False,4.394000006868737e-05,8.989999969344353e-06,6.755999993401929e-05,ordinary,50,0.5,1103.0,,,
ordinary_n50_p0.5_seed1103,4V-FB,1922,16,True,False,27,0.03166201775647595,0.04687581089319526,1,-3.4726820335784225e-05,2.6832561830640065e-28,2.6836526393478116e-13,True,False,4.393000006075454e-05,9.05000001694134e-06,6.799000004775735e-05,ordinary,50,0.5,1103.0,,,
ordinary_n50_p0.5_seed1103,4V-FB,1938,32,True,False,27,0.031662018760215585,0.04687581089319526,1,-3.472640755486367e-05,2.6832561830640065e-28,2.6836526393477874e-13,True,False,4.337999996550934e-05,8.910000019568542e-06,6.732999997893785e-05,ordinary,50,0.5,1103.0,,,
ordinary_n50_p0.5_seed1103,4V-FB,1970,64,True,False,27,0.031662020481468336,0.04687581089319526,1,-3.4725699700643986e-05,2.6832561830640065e-28,2.683652639347753e-13,True,False,4.330000001573353e-05,8.81000005392707e-06,6.676999998944666e-05,ordinary,50,0.5,1103.0,,,
ordinary_n50_p0.5_seed1103,4V-FB,2034,128,True,False,27,0.031662023019050925,0.04687581089319526,1,-3.472465613318931e-05,2.6832561830640065e-28,2.6836526393477137e-13,True,False,5.512999996426515e-05,9.4600000011269e-06,8.172000002559798e-05,ordinary,50,0.5,1103.0,,,
ordinary_n50_p0.5_seed1103,4V-FB,2162,256,True,False,27,0.03166202580601819,0.04687581089319526,1,-3.472351000599616e-05,2.6832561830640065e-28,2.68365263934769e-13,True,False,5.6550000067545625e-05,9.44999999319407e-06,8.289000004424452e-05,ordinary,50,0.5,1103.0,,,
ordinary_n50_p0.5_seed1103,4V-FB,2418,512,True,False,27,0.0316620275567944,0.04687581089319526,1,-3.472279000593659e-05,2.6832561830640065e-28,2.6836526393476844e-13,True,False,5.0429999987500196e-05,9.11999995878432e-06,7.575999995879101e-05,ordinary,50,0.5,1103.0,,,
ordinary_n50_p0.5_seed1103,4V-FB,2930,1024,True,False,27,0.03166202795525094,0.04687581089319526,1,-3.4722626141903135e-05,2.6832561830640065e-28,2.683652639347684e-13,True,False,5.0030000011247466e-05,9.259999956157117e-06,7.597000001169363e-05,ordinary,50,0.5,1103.0,,,
ordinary_n50_p0.5_seed1103,4V-FB,3332,1426,False,True,27,0.03166202796922743,0.04687581089319526,1,-3.47226203936124e-05,2.6832561830640065e-28,2.683652639347684e-13,True,False,5.068999996638013e-05,9.360000035485427e-06,7.593999998789513e-05,ordinary,50,0.5,1103.0,,,
ordinary_n50_p0.5_seed1104,4V-FB,1483,1,True,False,25,0.04939630539138758,0.049880099105955464,1,-6.140072424809517e-05,2.3294655069046762e-29,2.0946292228667431e-13,True,False,9.31600000058097e-05,1.0740000107034575e-05,0.00012559999993300153,ordinary,50,0.5,1104.0,,,
ordinary_n50_p0.5_seed1104,4V-FB,1484,2,True,False,25,0.04939630534558065,0.049880099105955464,1,-6.140077819338785e-05,2.3294655069046762e-29,2.0946292228667406e-13,True,False,5.3380000053948606e-05,9.130000080403988e-06,7.878999997501523e-05,ordinary,50,0.5,1104.0,,,
ordinary_n50_p0.5_seed1104,4V-FB,1486,4,True,False,25,0.04939630525547695,0.049880099105955464,1,-6.140088430495183e-05,2.3294655069046762e-29,2.094629222866737e-13,True,False,4.412999999203748e-05,8.859999979904387e-06,6.798999993407051e-05,ordinary,50,0.5,1104.0,,,
ordinary_n50_p0.5_seed1104,4V-FB,1490,8,True,False,25,0.049396305081154876,0.049880099105955464,1,-6.140108959851176e-05,2.3294655069046762e-29,2.094629222866729e-13,True,False,4.177000005256559e-05,9.4600000011269e-06,6.627000004755246e-05,ordinary,50,0.5,1104.0,,,
